Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
42.800	108.21	99.26	8.95	-0.221	4.288	278.974	-0.0053	0.102	6.660	20.8	42.800	125.35	99.26	26.08	-0.270	2.105	295.938	-0.0064	0.050	7.065	-3.2
42.850				0.446	15.614	87.808	0.0107	0.373	2.096		42.850				0.331	15.378	118.124	0.0079	0.367	2.820	
42.900				1.340	13.069	-149.540	0.0320	0.312	-3.570	20.8	42.900				1.268	13.917	-137.288	0.0303	0.332	-3.278	-3.2
42.950				1.753	0.660	-265.779	0.0419	0.016	-6.345		42.950				1.723	1.649	-268.135	0.0411	0.039	-6.401	
43.000	113.53	99.26	14.27	1.406	-13.509	-171.060	0.0336	-0.322	-4.084	20.8	43.000	144.78	99.26	45.52	1.433	-12.896	-185.354	0.0342	-0.308	-4.425	-3.1
43.050				0.402	-16.446	101.159	0.0096	-0.393	2.415		43.050				0.434	-16.886	91.420	0.0104	-0.403	2.182	
43.100				-0.239	-3.393	285.571	-0.0057	-0.081	6.817	20.8	43.100				-0.256	-3.754	294.367	-0.0061	-0.090	7.027	-3.1
43.150				0.063	12.111	192.737	0.0015	0.289	4.601		43.150				0.058	12.551	197.292	0.0014	0.300	4.710	
43.200	152.64	99.27	53.38	0.972	15.881	-51.522	0.0232	0.379	-1.230	20.7	43.200	183.27	99.27	84.00	0.999	15.975	-63.774	0.0239	0.381	-1.523	-3.1
43.250				1.651	6.959	-236.719	0.0394	0.166	-5.651		43.250				1.656	6.173	-247.715	0.0395	0.147	-5.914	
43.300				1.668	-7.791	-242.374	0.0398	-0.186	-5.786	20.7	43.300				1.616	-8.796	-237.033	0.0386	-0.210	-5.659	-3.0
43.350				0.872	-17.279	-28.117	0.0208	-0.412	-0.671		43.350				0.776	-17.530	-4.241	0.0185	-0.418	-0.101	
43.400	99.58	99.26	0.31	-0.060	-10.603	232.949	-0.0014	-0.253	5.561	20.7	43.400	102.50	99.26	3.23	-0.137	-9.221	258.710	-0.0033	-0.220	6.176	-3.0
43.450				-0.188	6.016	266.093	-0.0045	0.144	6.353		43.450				-0.146	8.341	259.025	-0.0035	0.199	6.184	
43.500				0.542	16.006	61.261	0.0129	0.382	1.462	20.7	43.500				0.697	16.682	18.064	0.0167	0.398	0.431	-2.9
43.550				1.412	12.142	-169.960	0.0337	0.290	-4.057		43.550				1.522	10.147	-209.387	0.0363	0.242	-4.999	
43.600	135.91	99.26	36.65	1.756	-0.990	-267.978	0.0419	-0.024	-6.397	20.7	43.600	161.03	99.26	61.77	1.712	-4.257	-265.465	0.0409	-0.102	-6.337	-2.9
43.650				1.313	-14.656	-146.712	0.0314	-0.350	-3.503		43.650				1.096	-16.399	-93.148	0.0262	-0.391	-2.224	
43.700				0.291	-15.661	132.104	0.0069	-0.374	3.154	20.6	43.700				0.072	-13.572	196.036	0.0017	-0.324	4.680	-2.8
43.750				-0.253	-1.445	288.241	-0.0060	-0.034	6.881		43.750				-0.261	3.204	293.582	-0.0062	0.076	7.009	
43.800	129.38	99.26	30.12	0.146	13.163	168.389	0.0035	0.314	4.020	20.6	43.800	171.57	99.27	72.30	0.393	15.787	101.631	0.0094	0.377	2.426	-2.8
43.850				1.063	15.394	-75.555	0.0254	0.368	-1.804		43.850				1.318	13.367	-152.210	0.0315	0.319	-3.634	
43.900				1.685	5.608	-246.615	0.0402	0.134	-5.888	20.6	43.900				1.729	0.565	-270.963	0.0413	0.013	-6.469	-2.8
43.950				1.624	-9.268	-230.750	0.0388	-0.221	-5.509		43.950				1.374	-13.729	-169.960	0.0328	-0.328	-4.058	
44.000	99.70	99.26	0.44	0.759	-17.467	2.670	0.0181	-0.417	0.064	20.6	44.000	106.05	99.26	6.80	0.357	-16.431	112.626	0.0085	-0.392	2.689	-2.7
44.050				-0.123	-9.001	251.799	-0.0029	-0.215	6.011		44.050				-0.269	-2.466	297.352	-0.0064	-0.059	7.099	
44.100				-0.141	7.713	252.270	-0.0034	0.184	6.022	20.6	44.100				0.110	13.305	181.270	0.0026	0.318	4.327	-2.7
44.150				0.649	16.226	33.301	0.0155	0.387	0.795		44.150				1.062	15.661	-81.053	0.0254	0.374	-1.935	
44.200	171.43	99.27	72.17	1.481	11.043	-188.182	0.0354	0.264	-4.493	20.5	44.200	175.78	99.26	76.52	1.676	5.199	-254.783	0.0400	0.124	-6.083	-2.7
44.250				1.753	-2.592	-265.936	0.0419	-0.062	-6.349		44.250				1.582	-9.817	-227.451	0.0378	-0.234	-5.430	
44.300				1.222	-15.551	-121.894	0.0292	-0.371	-2.910	20.5	44.300				0.694	-17.546	17.750	0.0166	-0.419	0.424	-2.6
44.350				0.198	-14.781	159.750	0.0047	-0.353	3.814		44.350				-0.173	-8.042	268.449	-0.0041	-0.192	6.409	
44.400	111.18	99.26	11.92	-0.256	0.424	289.655	-0.0061	0.010	6.915	20.5	44.400	115.07	99.26	15.82	-0.110	9.299	246.301	-0.0026	0.222	5.880	-2.6
44.450				0.240	14.184	143.414	0.0057	0.339	3.424		44.450				0.757	16.588	1.571	0.0181	0.396	0.038	
44.500				1.162	14.765	-101.788	0.0278	0.352	-2.430	20.5	44.500				1.549	9.456	-216.299	0.0370	0.226	-5.164	-2.5
44.550				1.717	4.006	-255.098	0.0410	0.096	-6.090		44.550				1.703	-5.042	-262.166	0.0407	-0.120	-6.259	
44.600	109.98	99.26	10.72	1.563	-10.744	-213.471	0.0373	-0.257	-5.096	20.5	44.600	114.39	99.26	15.13	1.045	-16.760	-78.540	0.0249	-0.400	-1.875	-2.5
44.650				0.642	-17.342	34.715	0.0153	-0.414	0.829		44.650				0.027	-12.896	210.173	6.3750E-4	-0.308	5.018	
44.700				-0.171	-7.273	266.250	-0.0041	-0.174	6.356	20.4	44.700				-0.245	4.257	290.283	-0.0058	0.102	6.930	-2.5
44.750				-0.085	9.283	235.934	-0.0020	0.222	5.633		44.750				0.452	16.132	85.294	0.0108	0.385	2.036	
44.800	156.90	99.26	57.64	0.757	16.321	5.027	0.0181	0.390	0.120	20.4	44.800	186.09	99.26	86.83	1.368	12.786	-165.719	0.0327	0.305	-3.956	-2.4
44.850				1.547	9.786	-207.031	0.0369	0.234	-4.942		44.850				1.731	-0.440	-272.219	0.0413	-0.010	-6.499	
44.900				1.736	-4.383	-261.538	0.0414	-0.105	-6.244	20.4	44.900				1.324	-14.436	-155.509	0.0316	-0.345	-3.713	-2.4
44.950				1.109	-16.368	-91.577	0.0265	-0.391	-2.186		44.950				0.287	-15.991	133.675	0.0069	-0.382	3.191	
45.000	100.63	99.26	1.37	0.099	-13.540	187.396	0.0024	-0.323	4.474	20.4	45.000	107.66	99.26	8.40	-0.275	-1.068	300.965	-0.0066	-0.025	7.185	-2.4
45.050				-0.245	2.372	285.257	-0.0058	0.057	6.810		45.050				0.181	14.106	162.420	0.0043	0.337	3.878	
45.100				0.336	14.985	116.553	0.0080	0.358	2.782	20.4	45.100				1.136	15.174	-101.945	0.0271	0.362	-2.434	-2.3
45.150				1.253	14.027	-126.606	0.0299	0.335	-3.023		45.150				1.698	3.911	-263.266	0.0405	0.093	-6.285	
45.200	168.87	99.27	69.60	1.739	2.325	-262.480	0.0415	0.056	-6.266	20.3	45.200	124.87	99.26	25.61	1.527	-11.153	-213.314	0.0365	-0.266	-5.093	-2.3
45.250				1.486	-12.221	-193.051	0.0355	-0.292	-4.609		45.250				0.583	-17.420	48.852	0.0139	-0.416	1.166	
45.300				0.517	-16.980	68.801	0.0123	-0.405	1.642	20.3	45.300				-0.215	-6.267	282.586	-0.0051	-0.150	6.746	-2.2
45.350				-0.212	-5.341	276.775	-0.0051	-0.127	6.607		45.350				-0.044	10.839	227.766	-0.0010	0.259	5.437	
45.400	134.02	99.26	34.75	-0.017	10.697	214.885	-4.1250E-4	0.255	5.130	20.3	45.400	159.73	99.26	60.47	0.869	16.509	-28.589	0.0207	0.394	-0.682	-2.2
45.450				0.858	16.148	-21.677	0.0205	0.386	-0.517		45.450				1.607	7.980	-234.677	0.0384	0.191	-5.603	
45.500				1.598	8.529	-221.325	0.0381	0.204	-5.284	20.3	45.500				1.667	-6.959	-252.270	0.0398	-0.166	-6.023	-2.2
45.550				1.711	-5.985	-254.783	0.0408	-0.143	-6.082		45.550				0.911	-17.247	-42.412	0.0218	-0.412	-1.012	
45.600	121.16	99.26	21.90	0.999	-16.949	-62.518	0.0239	-0.405	-1.492	20.3	45.600	103.46	99.26	4.20	-0.058	-11.200	234.520	-0.0014	-0.267	5.599	-2.1
45.650				0.016	-12.237	211.272	3.7500E-4	-0.292	5.044		45.650				-0.209	6.205	276.617	-0.0050	0.148	6.604	
45.700				-0.225	4.178	277.717	-0.0054	0.100	6.630	20.2	45.700				0.562	16.462	54.821	0.0134	0.393	1.309	-2.1
45.750				0.434	15.535	89.850	0.0104	0.371	2.145		45.750				1.437	11.687	-185.040	0.0343	0.279	-4.418	
45.800	172.79	99.27	73.52	1.329	13.163	-146.241	0.0317	0.314	-3.491	20.2	45.800	140.09	99.26	40.82	1.731	-2.042	-270.334	0.0413	-0.049	-6.454	-2.1
45.850				1.750	0.911	-264.679	0.0418	0.022	-6.319		45.850				1.233	-15.347	-130.533	0.0294	-0.366	-3.116	
45.900				1.420	-13.305	-174.830	0.0339	-0.318	-4.174	20.2	45.900				0.196	-15.095	159.436	0.0047	-0.360	3.806	-2.0
45.950				0.419	-16.572	96.918	0.0100	-0.396	2.314		45.950				-0.276	0.597	298.766	-0.0066	0.014	7.133	
46.000	114.45	99.26	15.18	-0.237	-3.613	285.728	-0.0057	-0.086	6.821	20.2	46.000	144.07	99.26	44.81	0.256	14.781	139.644	0.0061	0.353	3.334	-2.0
46.050				0.058	12.001	194.936	0.0014	0.286	4.654		46.050				1.202	14.561	-119.538	0.0287	0.348	-2.854	
46.100				0.963	15.881	-49.166	0.0230	0.379	-1.174	20.2	46.100				1.712	2.827	-265.622	0.0409	0.068	-6.341	-2.0
46.150				1.646	7.084	-235.463	0.0393	0.169	-5.621		46.150				1.484	-12.001	-200.434	0.0354	-0.286	-4.785	
46.200	145.43	99.26	46.17	1.671	-7.665	-243.788	0.0399	-0.183	-5.820	20.1	46.200	102.25	99.26	2.99	0.512	-17.216	68.801	0.0122	-0.411	1.642	-2.0
46.250				0.880	-17.294	-30.159	0.0210	-0.413	-0.720		46.250				-0.237	-5.121	288.398	-0.0057	-0.122	6.885	
46.300				-0.058	-10.681	233.106	-0.0014	-0.255	5.565	20.1	46.300				-2.109E-15	11.624	213.786	-8.6736E-19	0.277	5.104	-1.9
46.350				-0.188	6.016	267.036	-0.0045	0.144	6.375		46.350				0.925	16.258	-43.825	0.0221	0.388	-1.046	
46.400	161.06	99.27	61.79	0.543	16.022	60.947	0.0130	0.382	1.455	20.1	46.400	189.34	99.27	90.07	1.626	7.241	-238.918	0.0388	0.173	-5.704	-1.9
46.450				1.414	12.111	-169.646	0.0338	0.289	-4.050		46.450				1.649	-7.634	-246.458	0.0394	-0.182	-5.884	
46.500				1.755	-0.942	-266.564	0.0419	-0.022	-6.364	20.1	46.500				0.862	-17.404	-28.431	0.0206	-0.415	-0.679	-1.9
46.550				1.319	-14.546	-147.655	0.0315	-0.347	-3.525		46.550				-0.091	-10.477	244.887	-0.0022	-0.250	5.846	
46.600	102.45	99.26	3.19	0.300	-15.708	130.062	0.0072	-0.375	3.105	20.1	46.600	129.62	99.26	30.35	-0.185	7.084	270.648	-0.0044	0.169	6.461	-1.8
46.650				-0.251	-1.539	288.870	-0.0060	-0.037	6.896		46.650				0.617	16.588	40.055	0.0147	0.396	0.956	
46.700				0.146	13.179	169.489	0.0035	0.315	4.046	20.0	46.700				1.473	11.090	-194.936	0.0352	0.265	-4.654	-1.8
46.750				1.067	15.410	-76.498	0.0255	0.368	-1.826		46.750				1.726	-2.906	-268.921	0.0412	-0.069	-6.420	
46.800	165.99	99.26	66.72	1.687	5.529	-247.086	0.0403	0.132	-5.899	20.0	46.800	139.75	99.26	40.49	1.183	-15.802	-116.710	0.0282	-0.377	-2.786	-1.8
46.850				1.619	-9.299	-229.179	0.0387	-0.222	-5.471		46.850				0.146	-14.577	174.516	0.0035	-0.348	4.166	
46.900				0.757	-17.389	2.827	0.0181	-0.415	0.067	20.0	46.900				-0.275	1.649	298.609	-0.0066	0.039	7.129	-1.7
46.950				-0.119	-9.016	249.757	-0.0028	-0.215	5.963		46.950				0.311	15.284	124.564	0.0074	0.365	2.974	
47.000	138.84	99.27	39.57	-0.145	7.587	252.113	-0.0034	0.181	6.019	20.0	47.000	186.29	99.27	87.02	1.253	14.106	-134.617	0.0299	0.337	-3.214	-1.7
47.050				0.639	16.195	35.343	0.0153	0.387	0.844		47.050				1.722	1.822	-268.921	0.0411	0.043	-6.420	
47.100				1.475	11.121	-186.611	0.0352	0.265	-4.455	20.0	47.100				1.436	-12.786	-187.239	0.0343	-0.305	-4.470	-1.7
47.150				1.751	-2.466	-266.093	0.0418	-0.059	-6.352		47.150				0.443	-16.902	88.122	0.0106	-0.403	2.104	
47.200	116.84	99.26	17.58	1.228	-15.488	-123.779	0.0293	-0.370	-2.955	20.0	47.200	117.84	99.26	18.58	-0.254	-3.974	292.640	-0.0061	-0.095	6.986	-1.7
47.250				0.203	-14.844	157.394	0.0048	-0.354	3.758		47.250				0.046	12.362	199.963	0.0011	0.295	4.774	
47.300				-0.256	0.251	288.870	-0.0061	0.006	6.896	19.9	47.300				0.982	16.022	-59.376	0.0234	0.382	-1.417	-1.6
47.350				0.228	14.043	145.927	0.0054	0.335	3.484		47.350				1.648	6.425	-245.359	0.0393	0.153	-5.857	
47.400	173.35	99.26	74.09	1.148	14.844	-98.332	0.0274	0.354	-2.347	19.9	47.400	156.94	99.26	57.68	1.624	-8.514	-239.075	0.0388	-0.203	-5.708	-1.6
47.450				1.712	4.210	-254.312	0.0409	0.101	-6.071		47.450				0.796	-17.483	-10.367	0.0190	-0.417	-0.248	
47.500				1.569	-10.587	-215.828	0.0375	-0.253	-5.153	19.9	47.500				-0.124	-9.550	254.155	-0.0030	-0.228	6.068	-1.6
47.550				0.653	-17.373	31.730	0.0156	-0.415	0.757		47.550				-0.159	7.933	261.695	-0.0038	0.189	6.247	
47.600	98.98	99.26	-0.27	-0.168	-7.414	265.465	-0.0040	-0.177	6.337	19.9	47.600	175.93	99.27	76.67	0.669	16.619	25.604	0.0160	0.397	0.611	-1.6
47.650				-0.088	9.173	236.876	-0.0021	0.219	5.655		47.650				1.503	10.493	-204.675	0.0359	0.250	-4.886	
47.700				0.749	16.273	7.069	0.0179	0.389	0.169	19.9	47.700				1.718	-3.848	-268.135	0.0410	-0.092	-6.401	-1.5
47.750				1.539	9.880	-204.361	0.0368	0.236	-4.879		47.750				1.118	-16.321	-99.589	0.0267	-0.390	-2.378	
47.800	140.52	99.26	41.26	1.737	-4.163	-261.381	0.0415	-0.099	-6.240	19.8	47.800	104.72	99.26	5.46	0.086	-13.807	192.737	0.0021	-0.330	4.601	-1.5
47.850				1.123	-16.258	-95.504	0.0268	-0.388	-2.280		47.850				-0.262	2.953	295.467	-0.0063	0.071	7.054	
47.900				0.112	-13.713	183.155	0.0027	-0.327	4.373	19.8	47.900				0.382	15.739	105.243	0.0091	0.376	2.512	-1.5
47.950				-0.248	2.058	285.571	-0.0059	0.049	6.818		47.950				1.312	13.477	-149.854	0.0313	0.322	-3.578	
48.000	164.22	99.26	64.95	0.317	14.844	121.108	0.0076	0.354	2.891	19.8	48.000	172.21	99.26	72.95	1.729	0.754	-270.648	0.0413	0.018	-6.461	-1.4
48.050				1.236	14.169	-121.737	0.0295	0.338	-2.906		48.050				1.387	-13.587	-173.102	0.0331	-0.324	-4.133	
48.100				1.734	2.670	-260.909	0.0414	0.064	-6.229	19.8	48.100				0.371	-16.556	109.642	0.0089	-0.395	2.617	-1.4
48.150				1.503	-11.922	-197.606	0.0359	-0.285	-4.718		48.150				-0.269	-2.623	298.452	-0.0064	-0.063	7.125	
48.200	100.97	99.26	1.71	0.542	-17.090	62.204	0.0129	-0.408	1.485	19.8	48.200	162.64	99.27	63.37	0.108	13.289	182.998	0.0026	0.317	4.369	-1.4
48.250				-0.206	-5.702	275.832	-0.0049	-0.136	6.585		48.250				1.060	15.677	-80.739	0.0253	0.374	-1.928	
48.300				-0.028	10.493	219.126	-6.7500E-4	0.250	5.231	19.7	48.300				1.676	5.215	-254.940	0.0400	0.124	-6.086	-1.4
48.350				0.844	16.211	-18.221	0.0201	0.387	-0.435		48.350				1.582	-9.817	-227.923	0.0378	-0.234	-5.441	
48.400	162.74	99.26	63.47	1.593	8.671	-220.540	0.0380	0.207	-5.265	19.7	48.400	110.91	99.26	11.65	0.694	-17.577	18.221	0.0166	-0.420	0.435	-1.3
48.450				1.711	-5.843	-255.412	0.0408	-0.140	-6.098		48.450				-0.176	-7.995	270.334	-0.0042	-0.191	6.454	
48.500				1.008	-16.870	-65.188	0.0241	-0.403	-1.556	19.7	48.500				-0.105	9.456	245.987	-0.0025	0.226	5.873	-1.3
48.550				0.024	-12.362	208.602	5.6250E-4	-0.295	4.980		48.550				0.770	16.603	-1.571	0.0184	0.396	-0.037	
48.600	108.51	99.26	9.25	-0.228	3.990	278.345	-0.0054	0.095	6.645	19.7	48.600	183.64	99.27	84.37	1.555	9.299	-218.184	0.0371	0.222	-5.209	-1.3
48.650				0.423	15.472	92.834	0.0101	0.369	2.216		48.650				1.700	-5.215	-260.909	0.0406	-0.124	-6.229	
48.700				1.319	13.273	-144.356	0.0315	0.317	-3.446	19.7	48.700				1.034	-16.792	-75.870	0.0247	-0.401	-1.811	-1.3
48.750				1.750	1.037	-265.465	0.0418	0.025	-6.338		48.750				0.020	-12.802	211.272	4.8750E-4	-0.306	5.044	
48.800	113.01	99.26	13.75	1.423	-13.273	-176.243	0.0340	-0.317	-4.207	19.6	48.800	109.88	99.26	10.62	-0.247	4.335	288.870	-0.0059	0.103	6.896	-1.3
48.850				0.423	-16.588	95.190	0.0101	-0.396	2.272		48.850				0.454	16.085	84.509	0.0108	0.384	2.017	
48.900				-0.236	-3.754	284.314	-0.0056	-0.090	6.788	19.6	48.900				1.362	12.786	-163.677	0.0325	0.305	-3.908	-1.2
48.950				0.047	11.844	196.821	0.0011	0.283	4.699		48.950				1.733	-0.283	-270.334	0.0414	-0.007	-6.454	
49.000	153.16	99.26	53.89	0.949	15.928	-45.553	0.0227	0.380	-1.088	19.6	49.000	122.36	99.26	23.10	1.334	-14.247	-157.865	0.0318	-0.340	-3.769	-1.2
49.050				1.640	7.289	-233.578	0.0392	0.174	-5.576		49.050				0.308	-16.069	126.606	0.0073	-0.384	3.022	
49.100				1.678	-7.430	-245.359	0.0401	-0.177	-5.857	19.6	49.100				-0.273	-1.587	297.666	-0.0065	-0.038	7.106	-1.2
49.150				0.897	-17.247	-34.872	0.0214	-0.412	-0.833		49.150				0.149	13.697	169.489	0.0036	0.327	4.046	
49.200	99.70	99.26	0.45	-0.047	-10.917	229.494	-0.0011	-0.261	5.479	19.6	49.200	189.72	99.27	90.45	1.096	15.362	-90.478	0.0262	0.367	-2.160	-1.2
49.250				-0.195	5.702	268.292	-0.0046	0.136	6.405		49.250				1.685	4.650	-256.668	0.0402	0.111	-6.128	
49.300				0.523	15.912	66.131	0.0125	0.380	1.579	19.5	49.300				1.561	-10.304	-221.797	0.0373	-0.246	-5.295	-1.1
49.350				1.396	12.315	-164.620	0.0333	0.294	-3.930		49.350				0.655	-17.530	29.060	0.0156	-0.418	0.694	
49.400	135.74	99.26	36.48	1.755	-0.550	-266.407	0.0419	-0.013	-6.360	19.5	49.400	104.10	99.26	4.84	-0.192	-7.398	274.732	-0.0046	-0.177	6.559	-1.1
49.450				1.341	-14.326	-153.624	0.0320	-0.342	-3.668		49.450				-0.085	9.943	239.704	-0.0020	0.237	5.723	
49.500				0.322	-15.912	123.622	0.0077	-0.380	2.951	19.5	49.500				0.803	16.572	-10.524	0.0192	0.396	-0.251	-1.1
49.550				-0.250	-1.963	288.398	-0.0060	-0.047	6.885		49.550				1.572	8.891	-222.896	0.0375	0.212	-5.321	
49.600	129.86	99.26	30.60	0.126	12.928	174.830	0.0030	0.309	4.174	19.5	49.600	138.05	99.26	38.79	1.692	-5.718	-258.553	0.0404	-0.136	-6.172	-1.1
49.650				1.043	15.519	-70.215	0.0249	0.370	-1.676		49.650				1.001	-16.965	-66.445	0.0239	-0.405	-1.586	
49.700				1.678	5.906	-244.259	0.0401	0.141	-5.831	19.5	49.700				-0.005	-12.362	219.126	-1.1250E-4	-0.295	5.231	-1.1
49.750				1.634	-8.906	-233.263	0.0390	-0.213	-5.569		49.750				-0.236	4.948	286.199	-0.0056	0.118	6.833	
49.800	99.70	99.26	0.44	0.787	-17.420	-5.027	0.0188	-0.416	-0.120	19.4	49.800	146.83	99.27	47.56	0.490	16.258	74.770	0.0117	0.388	1.785	-1.0
49.850				-0.108	-9.409	247.244	-0.0026	-0.225	5.902		49.850				1.390	12.425	-171.531	0.0332	0.297	-4.095	
49.900				-0.154	7.304	256.040	-0.0037	0.174	6.113	19.4	49.900				1.733	-0.895	-270.805	0.0414	-0.021	-6.465	-1.0
49.950				0.622	16.195	40.212	0.0149	0.387	0.960		49.950				1.301	-14.656	-148.755	0.0310	-0.350	-3.551	
50.000	171.63	99.27	72.37	1.466	11.325	-183.783	0.0350	0.270	-4.388	19.4	50.000	102.43	99.26	3.17	0.267	-15.771	138.858	0.0064	-0.376	3.315	-1.0
50.050				1.755	-2.183	-266.093	0.0419	-0.052	-6.352		50.050				-0.276	-0.770	299.394	-0.0066	-0.018	7.147	
50.100				1.247	-15.284	-128.491	0.0298	-0.365	-3.067	19.4	50.100				0.190	14.169	158.493	0.0045	0.338	3.784	-1.0
50.150				0.226	-15.033	150.639	0.0054	-0.359	3.596		50.150				1.140	15.080	-102.573	0.0272	0.360	-2.449	
50.200	111.10	99.26	11.84	-0.256	-0.220	288.241	-0.0061	-0.005	6.881	19.4	50.200	189.82	99.27	90.56	1.698	3.911	-260.595	0.0405	0.093	-6.221	-1.0
50.250				0.204	13.792	152.210	0.0049	0.329	3.634		50.250				1.532	-10.980	-213.157	0.0366	-0.262	-5.089	
50.300				1.123	15.001	-91.420	0.0268	0.358	-2.183	19.4	50.300				0.600	-17.404	43.668	0.0143	-0.415	1.043	-0.9
50.350				1.704	4.650	-252.113	0.0407	0.111	-6.019		50.350				-0.209	-6.613	278.817	-0.0050	-0.158	6.656	
50.400	109.96	99.26	10.70	1.588	-10.210	-220.854	0.0379	-0.244	-5.273	19.3	50.400	131.38	99.27	32.11	-0.061	10.477	230.907	-0.0015	0.250	5.512	-0.9
50.450				0.683	-17.436	23.248	0.0163	-0.416	0.555		50.450				0.839	16.478	-20.420	0.0200	0.393	-0.487	
50.500				-0.156	-7.885	261.695	-0.0037	-0.188	6.248	19.3	50.500				1.587	8.435	-226.509	0.0379	0.201	-5.408	-0.9
50.550				-0.105	8.734	241.432	-0.0025	0.208	5.764		50.550				1.682	-6.173	-255.098	0.0402	-0.147	-6.090	
50.600	156.82	99.27	57.55	0.718	16.258	15.394	0.0171	0.388	0.367	19.3	50.600	104.86	99.26	5.60	0.969	-17.075	-57.805	0.0231	-0.408	-1.380	-0.9
50.650				1.521	10.273	-199.177	0.0363	0.245	-4.755		50.650				-0.025	-11.954	224.781	-6.0000E-4	-0.285	5.366	
50.700				1.745	-3.660	-263.737	0.0417	-0.087	-6.296	19.3	50.700				-0.226	5.404	282.586	-0.0054	0.129	6.746	-0.9
50.750				1.155	-16.101	-103.987	0.0276	-0.384	-2.483		50.750				0.515	16.305	67.701	0.0123	0.389	1.616	
50.800	100.74	99.26	1.48	0.135	-14.059	177.971	0.0032	-0.336	4.249	19.3	50.800	186.94	99.27	87.68	1.404	12.174	-175.929	0.0335	0.291	-4.200	-0.9
50.850				-0.251	1.696	288.241	-0.0060	0.040	6.881		50.850				1.733	-1.288	-271.748	0.0414	-0.031	-6.487	
50.900				0.305	14.765	125.821	0.0073	0.352	3.004	19.2	50.900				1.275	-15.001	-142.314	0.0304	-0.358	-3.398	-0.8
50.950				1.225	14.279	-118.752	0.0293	0.341	-2.835		50.950				0.232	-15.519	149.540	0.0055	-0.371	3.570	
51.000	168.95	99.26	69.69	1.733	2.890	-260.124	0.0414	0.069	-6.210	19.2	51.000	118.92	99.26	19.65	-0.276	-0.047	300.336	-0.0066	-0.001	7.170	-0.8
51.050				1.514	-11.734	-200.277	0.0362	-0.280	-4.781		51.050				0.228	14.514	148.283	0.0054	0.346	3.540	
51.100				0.559	-17.137	57.334	0.0134	-0.409	1.369	19.2	51.100				1.175	14.781	-111.684	0.0280	0.353	-2.666	-0.8
51.150				-0.199	-6.000	274.104	-0.0048	-0.143	6.544		51.150				1.706	3.346	-262.637	0.0407	0.080	-6.270	
51.200	134.30	99.26	35.04	-0.041	10.273	222.268	-9.7500E-4	0.245	5.306	19.2	51.200	156.01	99.26	56.75	1.510	-11.483	-207.031	0.0360	-0.274	-4.943	-0.8
51.250				0.828	16.226	-13.666	0.0198	0.387	-0.326		51.250				0.558	-17.357	56.706	0.0133	-0.414	1.354	
51.300				1.582	8.906	-216.299	0.0378	0.213	-5.164	19.2	51.300				-0.226	-5.812	285.885	-0.0054	-0.139	6.825	-0.8
51.350				1.718	-5.404	-256.668	0.0410	-0.129	-6.127		51.350				-0.024	11.231	222.111	-5.6250E-4	0.268	5.302	
51.400	121.19	99.26	21.93	1.041	-16.760	-73.356	0.0249	-0.400	-1.751	19.1	51.400	177.99	99.27	78.73	0.897	16.399	-36.128	0.0214	0.391	-0.862	-0.8
51.450				0.042	-12.739	204.047	0.0010	-0.304	4.871		51.450				1.616	7.618	-236.719	0.0386	0.182	-5.651	
51.500				-0.232	3.644	281.644	-0.0055	0.087	6.724	19.1	51.500				1.659	-7.273	-249.286	0.0396	-0.174	-5.951	-0.7
51.550				0.407	15.425	97.861	0.0097	0.368	2.336		51.550				0.889	-17.310	-36.128	0.0212	-0.413	-0.863	
51.600	172.76	99.26	73.50	1.310	13.430	-141.686	0.0313	0.321	-3.382	19.1	51.600	109.93	99.26	10.67	-0.072	-10.886	238.761	-0.0017	-0.260	5.700	-0.7
51.650				1.750	1.257	-264.994	0.0418	0.030	-6.326		51.650				-0.199	6.566	273.633	-0.0048	0.157	6.532	
51.700				1.436	-13.069	-179.228	0.0343	-0.312	-4.279	19.1	51.700				0.584	16.478	48.852	0.0139	0.393	1.166	-0.7
51.750				0.443	-16.666	89.693	0.0106	-0.398	2.141		51.750				1.448	11.451	-187.710	0.0346	0.273	-4.481	
51.800	114.53	99.26	15.27	-0.231	-4.100	282.586	-0.0055	-0.098	6.746	19.1	51.800	172.17	99.26	72.91	1.729	-2.293	-269.235	0.0413	-0.055	-6.427	-0.7
51.850				0.033	11.592	200.905	7.8750E-4	0.277	4.796		51.850				1.219	-15.472	-126.606	0.0291	-0.369	-3.022	
